has_ligand,n_bonds,bond_C01-NZ,bond_C-N1,bond_C2-SG,n01_catcys_sg,n01_nearest_cys,n01_nearest_cys_d,catcys_is_nearest,in_attack_range,thio_species,thio_c_s,thio_planarity,thio_has_oxt,n01_thio_c,iface_res_8A,chains,job,sample,model,iptm,ptm,ranking_score,nearest_lys_nz_d,nearest_lys_resi,bond_C-N01,bond_C2-N01,job_base,is_seed,sample_id,species
True,1,1.182,,,4.983,B/91,4.983,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-8_sample-0,sumo2_k11_xisok_ube2w/seed-8_sample-0/model.cif,0.4,0.65,0.47,,,,,sumo2_k11_xisok_ube2w,True,seed-8_sample-0,xisok
True,1,1.154,,,4.797,B/151,2.573,False,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-8_sample-1,sumo2_k11_xisok_ube2w/seed-8_sample-1/model.cif,0.4,0.64,0.47,,,,,sumo2_k11_xisok_ube2w,True,seed-8_sample-1,xisok
True,1,1.147,,,4.611,B/91,4.611,True,False,,,,,,16,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-8_sample-2,sumo2_k11_xisok_ube2w/seed-8_sample-2/model.cif,0.57,0.67,0.61,,,,,sumo2_k11_xisok_ube2w,True,seed-8_sample-2,xisok
True,1,1.026,,,4.328,B/91,4.328,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-8_sample-3,sumo2_k11_xisok_ube2w/seed-8_sample-3/model.cif,0.51,0.65,0.57,,,,,sumo2_k11_xisok_ube2w,True,seed-8_sample-3,xisok
True,1,0.739,,,4.237,B/91,4.237,True,False,,,,,,7,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-8_sample-4,sumo2_k11_xisok_ube2w/seed-8_sample-4/model.cif,0.32,0.62,0.44,,,,,sumo2_k11_xisok_ube2w,True,seed-8_sample-4,xisok
True,1,0.873,,,4.362,B/151,3.57,False,False,,,,,,6,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-9_sample-0,sumo2_k11_xisok_ube2w/seed-9_sample-0/model.cif,0.4,0.64,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-9_sample-0,xisok
True,1,1.142,,,5.56,B/91,5.56,True,False,,,,,,10,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-9_sample-1,sumo2_k11_xisok_ube2w/seed-9_sample-1/model.cif,0.41,0.65,0.49,,,,,sumo2_k11_xisok_ube2w,True,seed-9_sample-1,xisok
True,1,1.108,,,4.879,B/91,4.879,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-9_sample-2,sumo2_k11_xisok_ube2w/seed-9_sample-2/model.cif,0.42,0.64,0.48,,,,,sumo2_k11_xisok_ube2w,True,seed-9_sample-2,xisok
True,1,1.117,,,4.77,B/91,4.77,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-9_sample-3,sumo2_k11_xisok_ube2w/seed-9_sample-3/model.cif,0.42,0.65,0.51,,,,,sumo2_k11_xisok_ube2w,True,seed-9_sample-3,xisok
True,1,1.175,,,5.871,B/151,4.251,False,False,,,,,,10,A:96;B:151;L:1,sumo2_k11_xisok_ube2w,seed-9_sample-4,sumo2_k11_xisok_ube2w/seed-9_sample-4/model.cif,0.49,0.65,0.55,,,,,sumo2_k11_xisok_ube2w,True,seed-9_sample-4,xisok
