has_ligand,n_bonds,bond_C01-NZ,bond_C-N1,bond_C2-SG,n01_catcys_sg,n01_nearest_cys,n01_nearest_cys_d,catcys_is_nearest,in_attack_range,thio_species,thio_c_s,thio_planarity,thio_has_oxt,n01_thio_c,iface_res_8A,chains,job,sample,model,iptm,ptm,ranking_score,nearest_lys_nz_d,nearest_lys_resi,bond_C-N01,bond_C2-N01,job_base,is_seed,sample_id
True,1,1.113,,,4.422,B/91,4.422,True,False,,,,,,20,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-16_sample-3,sumo2_k33_xisok_ube2w/seed-16_sample-3/model.cif,0.32,0.64,0.4,,,,,sumo2_k33_xisok_ube2w,True,seed-16_sample-3
True,1,1.178,,,5.421,B/91,5.421,True,False,,,,,,10,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-16_sample-4,sumo2_k33_xisok_ube2w/seed-16_sample-4/model.cif,0.37,0.67,0.48,,,,,sumo2_k33_xisok_ube2w,True,seed-16_sample-4
True,1,0.968,,,5.627,B/91,5.627,True,False,,,,,,16,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-17_sample-0,sumo2_k33_xisok_ube2w/seed-17_sample-0/model.cif,0.3,0.63,0.41,,,,,sumo2_k33_xisok_ube2w,True,seed-17_sample-0
True,1,1.02,,,4.961,B/91,4.961,True,False,,,,,,17,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-17_sample-1,sumo2_k33_xisok_ube2w/seed-17_sample-1/model.cif,0.27,0.61,0.4,,,,,sumo2_k33_xisok_ube2w,True,seed-17_sample-1
True,1,1.071,,,5.177,B/91,5.177,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-17_sample-2,sumo2_k33_xisok_ube2w/seed-17_sample-2/model.cif,0.28,0.62,0.38,,,,,sumo2_k33_xisok_ube2w,True,seed-17_sample-2
True,1,1.122,,,5.582,B/91,5.582,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-17_sample-3,sumo2_k33_xisok_ube2w/seed-17_sample-3/model.cif,0.37,0.64,0.44,,,,,sumo2_k33_xisok_ube2w,True,seed-17_sample-3
True,1,0.956,,,6.108,B/91,6.108,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-17_sample-4,sumo2_k33_xisok_ube2w/seed-17_sample-4/model.cif,0.32,0.63,0.45,,,,,sumo2_k33_xisok_ube2w,True,seed-17_sample-4
True,1,1.079,,,3.427,B/91,3.427,True,True,,,,,,16,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-18_sample-0,sumo2_k33_xisok_ube2w/seed-18_sample-0/model.cif,0.34,0.65,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-18_sample-0
True,1,0.795,,,3.061,B/91,3.061,True,True,,,,,,15,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-18_sample-1,sumo2_k33_xisok_ube2w/seed-18_sample-1/model.cif,0.33,0.65,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-18_sample-1
True,1,0.965,,,3.428,B/91,3.428,True,True,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-18_sample-2,sumo2_k33_xisok_ube2w/seed-18_sample-2/model.cif,0.29,0.63,0.39,,,,,sumo2_k33_xisok_ube2w,True,seed-18_sample-2
True,1,0.881,,,5.259,B/91,5.259,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-18_sample-3,sumo2_k33_xisok_ube2w/seed-18_sample-3/model.cif,0.29,0.62,0.41,,,,,sumo2_k33_xisok_ube2w,True,seed-18_sample-3
True,1,1.109,,,5.473,B/91,5.473,True,False,,,,,,19,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-18_sample-4,sumo2_k33_xisok_ube2w/seed-18_sample-4/model.cif,0.29,0.63,0.39,,,,,sumo2_k33_xisok_ube2w,True,seed-18_sample-4
True,1,1.049,,,1.889,B/91,1.889,True,True,,,,,,9,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-19_sample-0,sumo2_k33_xisok_ube2w/seed-19_sample-0/model.cif,0.31,0.63,0.4,,,,,sumo2_k33_xisok_ube2w,True,seed-19_sample-0
True,1,0.912,,,5.466,B/91,5.466,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-19_sample-1,sumo2_k33_xisok_ube2w/seed-19_sample-1/model.cif,0.3,0.63,0.41,,,,,sumo2_k33_xisok_ube2w,True,seed-19_sample-1
True,1,1.124,,,5.885,B/91,5.885,True,False,,,,,,18,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-19_sample-2,sumo2_k33_xisok_ube2w/seed-19_sample-2/model.cif,0.35,0.65,0.45,,,,,sumo2_k33_xisok_ube2w,True,seed-19_sample-2
True,1,1.126,,,5.427,B/91,5.427,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-19_sample-3,sumo2_k33_xisok_ube2w/seed-19_sample-3/model.cif,0.31,0.64,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-19_sample-3
True,1,1.137,,,5.487,B/91,5.487,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-19_sample-4,sumo2_k33_xisok_ube2w/seed-19_sample-4/model.cif,0.38,0.65,0.47,,,,,sumo2_k33_xisok_ube2w,True,seed-19_sample-4
True,1,1.144,,,4.491,B/91,4.491,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-1_sample-0,sumo2_k33_xisok_ube2w/seed-1_sample-0/model.cif,0.47,0.66,0.56,,,,,sumo2_k33_xisok_ube2w,True,seed-1_sample-0
True,1,0.803,,,4.658,B/91,4.658,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-1_sample-1,sumo2_k33_xisok_ube2w/seed-1_sample-1/model.cif,0.28,0.62,0.39,,,,,sumo2_k33_xisok_ube2w,True,seed-1_sample-1
True,1,1.047,,,6.454,B/91,6.454,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-1_sample-2,sumo2_k33_xisok_ube2w/seed-1_sample-2/model.cif,0.32,0.65,0.42,,,,,sumo2_k33_xisok_ube2w,True,seed-1_sample-2
True,1,1.104,,,6.076,B/91,6.076,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-1_sample-3,sumo2_k33_xisok_ube2w/seed-1_sample-3/model.cif,0.27,0.62,0.39,,,,,sumo2_k33_xisok_ube2w,True,seed-1_sample-3
True,1,0.841,,,4.446,B/151,3.346,False,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-1_sample-4,sumo2_k33_xisok_ube2w/seed-1_sample-4/model.cif,0.26,0.6,0.37,,,,,sumo2_k33_xisok_ube2w,True,seed-1_sample-4
True,1,1.098,,,5.02,B/91,5.02,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-20_sample-0,sumo2_k33_xisok_ube2w/seed-20_sample-0/model.cif,0.37,0.66,0.47,,,,,sumo2_k33_xisok_ube2w,True,seed-20_sample-0
True,1,1.054,,,7.897,B/91,7.897,True,False,,,,,,16,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-20_sample-1,sumo2_k33_xisok_ube2w/seed-20_sample-1/model.cif,0.5,0.65,0.58,,,,,sumo2_k33_xisok_ube2w,True,seed-20_sample-1
True,1,0.989,,,5.342,B/91,5.342,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-20_sample-2,sumo2_k33_xisok_ube2w/seed-20_sample-2/model.cif,0.3,0.63,0.42,,,,,sumo2_k33_xisok_ube2w,True,seed-20_sample-2
True,1,1.106,,,5.71,B/91,5.71,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-20_sample-3,sumo2_k33_xisok_ube2w/seed-20_sample-3/model.cif,0.32,0.65,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-20_sample-3
True,1,1.147,,,6.465,B/91,6.465,True,False,,,,,,16,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-20_sample-4,sumo2_k33_xisok_ube2w/seed-20_sample-4/model.cif,0.44,0.7,0.52,,,,,sumo2_k33_xisok_ube2w,True,seed-20_sample-4
True,1,1.096,,,6.192,B/91,6.192,True,False,,,,,,16,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-2_sample-0,sumo2_k33_xisok_ube2w/seed-2_sample-0/model.cif,0.35,0.65,0.46,,,,,sumo2_k33_xisok_ube2w,True,seed-2_sample-0
True,1,1.097,,,5.628,B/91,5.628,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-2_sample-1,sumo2_k33_xisok_ube2w/seed-2_sample-1/model.cif,0.41,0.66,0.5,,,,,sumo2_k33_xisok_ube2w,True,seed-2_sample-1
True,1,1.104,,,4.969,B/91,4.969,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-2_sample-2,sumo2_k33_xisok_ube2w/seed-2_sample-2/model.cif,0.3,0.62,0.38,,,,,sumo2_k33_xisok_ube2w,True,seed-2_sample-2
True,1,1.105,,,3.786,B/91,3.786,True,True,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-2_sample-3,sumo2_k33_xisok_ube2w/seed-2_sample-3/model.cif,0.49,0.68,0.58,,,,,sumo2_k33_xisok_ube2w,True,seed-2_sample-3
True,1,1.116,,,5.441,B/91,5.441,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-2_sample-4,sumo2_k33_xisok_ube2w/seed-2_sample-4/model.cif,0.33,0.64,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-2_sample-4
True,1,1.069,,,3.985,B/91,3.985,True,True,,,,,,15,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-3_sample-0,sumo2_k33_xisok_ube2w/seed-3_sample-0/model.cif,0.33,0.65,0.45,,,,,sumo2_k33_xisok_ube2w,True,seed-3_sample-0
True,1,1.076,,,4.551,B/91,4.551,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-3_sample-1,sumo2_k33_xisok_ube2w/seed-3_sample-1/model.cif,0.35,0.65,0.46,,,,,sumo2_k33_xisok_ube2w,True,seed-3_sample-1
True,1,1.093,,,6.213,B/91,6.213,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-3_sample-2,sumo2_k33_xisok_ube2w/seed-3_sample-2/model.cif,0.38,0.66,0.48,,,,,sumo2_k33_xisok_ube2w,True,seed-3_sample-2
True,1,1.103,,,4.331,B/91,4.331,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-3_sample-3,sumo2_k33_xisok_ube2w/seed-3_sample-3/model.cif,0.43,0.64,0.54,,,,,sumo2_k33_xisok_ube2w,True,seed-3_sample-3
True,1,1.135,,,6.118,B/91,6.118,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-3_sample-4,sumo2_k33_xisok_ube2w/seed-3_sample-4/model.cif,0.32,0.64,0.44,,,,,sumo2_k33_xisok_ube2w,True,seed-3_sample-4
True,1,0.836,,,3.544,B/91,3.544,True,True,,,,,,10,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-4_sample-0,sumo2_k33_xisok_ube2w/seed-4_sample-0/model.cif,0.28,0.63,0.41,,,,,sumo2_k33_xisok_ube2w,True,seed-4_sample-0
True,1,1.104,,,3.902,B/91,3.902,True,True,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-4_sample-1,sumo2_k33_xisok_ube2w/seed-4_sample-1/model.cif,0.32,0.64,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-4_sample-1
True,1,1.036,,,5.972,B/91,5.972,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-4_sample-2,sumo2_k33_xisok_ube2w/seed-4_sample-2/model.cif,0.4,0.66,0.49,,,,,sumo2_k33_xisok_ube2w,True,seed-4_sample-2
True,1,1.086,,,5.562,B/91,5.562,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-4_sample-3,sumo2_k33_xisok_ube2w/seed-4_sample-3/model.cif,0.29,0.62,0.4,,,,,sumo2_k33_xisok_ube2w,True,seed-4_sample-3
True,1,0.817,,,4.326,B/91,4.326,True,False,,,,,,20,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-4_sample-4,sumo2_k33_xisok_ube2w/seed-4_sample-4/model.cif,0.35,0.65,0.45,,,,,sumo2_k33_xisok_ube2w,True,seed-4_sample-4
True,1,1.129,,,3.744,B/91,3.744,True,True,,,,,,18,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-5_sample-0,sumo2_k33_xisok_ube2w/seed-5_sample-0/model.cif,0.31,0.64,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-5_sample-0
True,1,1.123,,,3.11,B/91,3.11,True,True,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-5_sample-1,sumo2_k33_xisok_ube2w/seed-5_sample-1/model.cif,0.43,0.65,0.53,,,,,sumo2_k33_xisok_ube2w,True,seed-5_sample-1
True,1,1.199,,,4.776,B/91,4.776,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-5_sample-2,sumo2_k33_xisok_ube2w/seed-5_sample-2/model.cif,0.41,0.67,0.48,,,,,sumo2_k33_xisok_ube2w,True,seed-5_sample-2
True,1,1.17,,,6.759,B/91,6.759,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-5_sample-3,sumo2_k33_xisok_ube2w/seed-5_sample-3/model.cif,0.44,0.65,0.5,,,,,sumo2_k33_xisok_ube2w,True,seed-5_sample-3
True,1,1.04,,,4.781,B/91,4.781,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-5_sample-4,sumo2_k33_xisok_ube2w/seed-5_sample-4/model.cif,0.32,0.62,0.4,,,,,sumo2_k33_xisok_ube2w,True,seed-5_sample-4
True,1,1.153,,,5.34,B/91,5.34,True,False,,,,,,18,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-6_sample-0,sumo2_k33_xisok_ube2w/seed-6_sample-0/model.cif,0.32,0.65,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-6_sample-0
True,1,0.865,,,2.384,B/91,2.384,True,True,,,,,,10,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-6_sample-1,sumo2_k33_xisok_ube2w/seed-6_sample-1/model.cif,0.27,0.62,0.37,,,,,sumo2_k33_xisok_ube2w,True,seed-6_sample-1
True,1,1.041,,,4.681,B/91,4.681,True,False,,,,,,17,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-6_sample-2,sumo2_k33_xisok_ube2w/seed-6_sample-2/model.cif,0.35,0.64,0.46,,,,,sumo2_k33_xisok_ube2w,True,seed-6_sample-2
True,1,1.116,,,5.53,B/91,5.53,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-6_sample-3,sumo2_k33_xisok_ube2w/seed-6_sample-3/model.cif,0.3,0.64,0.39,,,,,sumo2_k33_xisok_ube2w,True,seed-6_sample-3
True,1,1.052,,,2.539,B/91,2.539,True,True,,,,,,21,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-6_sample-4,sumo2_k33_xisok_ube2w/seed-6_sample-4/model.cif,0.28,0.61,0.37,,,,,sumo2_k33_xisok_ube2w,True,seed-6_sample-4
True,1,1.083,,,4.907,B/91,4.907,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-7_sample-0,sumo2_k33_xisok_ube2w/seed-7_sample-0/model.cif,0.35,0.64,0.45,,,,,sumo2_k33_xisok_ube2w,True,seed-7_sample-0
True,1,1.034,,,4.964,B/91,4.964,True,False,,,,,,14,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-7_sample-1,sumo2_k33_xisok_ube2w/seed-7_sample-1/model.cif,0.32,0.63,0.43,,,,,sumo2_k33_xisok_ube2w,True,seed-7_sample-1
True,1,1.107,,,5.555,B/91,5.555,True,False,,,,,,9,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-7_sample-2,sumo2_k33_xisok_ube2w/seed-7_sample-2/model.cif,0.37,0.67,0.48,,,,,sumo2_k33_xisok_ube2w,True,seed-7_sample-2
True,1,1.064,,,5.002,B/91,5.002,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-7_sample-3,sumo2_k33_xisok_ube2w/seed-7_sample-3/model.cif,0.37,0.67,0.47,,,,,sumo2_k33_xisok_ube2w,True,seed-7_sample-3
True,1,1.129,,,5.195,B/91,5.195,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-7_sample-4,sumo2_k33_xisok_ube2w/seed-7_sample-4/model.cif,0.32,0.65,0.42,,,,,sumo2_k33_xisok_ube2w,True,seed-7_sample-4
True,1,0.859,,,5.026,B/91,5.026,True,False,,,,,,8,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-8_sample-0,sumo2_k33_xisok_ube2w/seed-8_sample-0/model.cif,0.29,0.63,0.42,,,,,sumo2_k33_xisok_ube2w,True,seed-8_sample-0
True,1,0.624,,,3.535,B/91,3.535,True,True,,,,,,10,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-8_sample-1,sumo2_k33_xisok_ube2w/seed-8_sample-1/model.cif,0.32,0.64,0.42,,,,,sumo2_k33_xisok_ube2w,True,seed-8_sample-1
True,1,1.167,,,5.885,B/91,5.885,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-8_sample-2,sumo2_k33_xisok_ube2w/seed-8_sample-2/model.cif,0.39,0.67,0.48,,,,,sumo2_k33_xisok_ube2w,True,seed-8_sample-2
True,1,1.102,,,3.901,B/91,3.901,True,True,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-8_sample-3,sumo2_k33_xisok_ube2w/seed-8_sample-3/model.cif,0.31,0.63,0.39,,,,,sumo2_k33_xisok_ube2w,True,seed-8_sample-3
True,1,1.009,,,4.148,B/91,4.148,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-8_sample-4,sumo2_k33_xisok_ube2w/seed-8_sample-4/model.cif,0.28,0.61,0.39,,,,,sumo2_k33_xisok_ube2w,True,seed-8_sample-4
True,1,1.142,,,7.877,B/91,7.877,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-9_sample-0,sumo2_k33_xisok_ube2w/seed-9_sample-0/model.cif,0.35,0.64,0.44,,,,,sumo2_k33_xisok_ube2w,True,seed-9_sample-0
True,1,1.026,,,5.263,B/91,5.263,True,False,,,,,,12,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-9_sample-1,sumo2_k33_xisok_ube2w/seed-9_sample-1/model.cif,0.31,0.64,0.41,,,,,sumo2_k33_xisok_ube2w,True,seed-9_sample-1
True,1,1.102,,,5.895,B/91,5.895,True,False,,,,,,18,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-9_sample-2,sumo2_k33_xisok_ube2w/seed-9_sample-2/model.cif,0.35,0.66,0.44,,,,,sumo2_k33_xisok_ube2w,True,seed-9_sample-2
True,1,1.182,,,3.193,B/91,3.193,True,True,,,,,,14,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-9_sample-3,sumo2_k33_xisok_ube2w/seed-9_sample-3/model.cif,0.31,0.62,0.4,,,,,sumo2_k33_xisok_ube2w,True,seed-9_sample-3
True,1,1.199,,,5.131,B/91,5.131,True,False,,,,,,21,A:96;B:151;L:1,sumo2_k33_xisok_ube2w,seed-9_sample-4,sumo2_k33_xisok_ube2w/seed-9_sample-4/model.cif,0.37,0.65,0.46,,,,,sumo2_k33_xisok_ube2w,True,seed-9_sample-4
True,1,0.843,,,4.68,B/91,4.68,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-10_sample-0,sumo2_k35_xisok_ube2w/seed-10_sample-0/model.cif,0.23,0.59,0.35,,,,,sumo2_k35_xisok_ube2w,True,seed-10_sample-0
True,1,0.917,,,12.666,B/151,1.632,False,False,,,,,,7,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-10_sample-1,sumo2_k35_xisok_ube2w/seed-10_sample-1/model.cif,0.15,0.56,0.26,,,,,sumo2_k35_xisok_ube2w,True,seed-10_sample-1
True,1,1.043,,,5.942,B/151,4.696,False,False,,,,,,12,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-10_sample-2,sumo2_k35_xisok_ube2w/seed-10_sample-2/model.cif,0.18,0.57,0.3,,,,,sumo2_k35_xisok_ube2w,True,seed-10_sample-2
True,1,1.099,,,5.069,B/91,5.069,True,False,,,,,,16,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-10_sample-3,sumo2_k35_xisok_ube2w/seed-10_sample-3/model.cif,0.24,0.6,0.33,,,,,sumo2_k35_xisok_ube2w,True,seed-10_sample-3
True,1,1.03,,,4.594,B/91,4.594,True,False,,,,,,11,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-10_sample-4,sumo2_k35_xisok_ube2w/seed-10_sample-4/model.cif,0.22,0.59,0.32,,,,,sumo2_k35_xisok_ube2w,True,seed-10_sample-4
True,1,0.994,,,5.841,B/91,5.841,True,False,,,,,,21,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-11_sample-0,sumo2_k35_xisok_ube2w/seed-11_sample-0/model.cif,0.23,0.59,0.34,,,,,sumo2_k35_xisok_ube2w,True,seed-11_sample-0
True,1,1.084,,,5.093,B/91,5.093,True,False,,,,,,17,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-11_sample-1,sumo2_k35_xisok_ube2w/seed-11_sample-1/model.cif,0.25,0.61,0.34,,,,,sumo2_k35_xisok_ube2w,True,seed-11_sample-1
True,1,1.194,,,8.443,B/151,2.268,False,False,,,,,,10,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-11_sample-2,sumo2_k35_xisok_ube2w/seed-11_sample-2/model.cif,0.16,0.56,0.3,,,,,sumo2_k35_xisok_ube2w,True,seed-11_sample-2
True,1,1.122,,,3.505,B/91,3.505,True,True,,,,,,11,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-11_sample-3,sumo2_k35_xisok_ube2w/seed-11_sample-3/model.cif,0.21,0.58,0.32,,,,,sumo2_k35_xisok_ube2w,True,seed-11_sample-3
True,1,1.126,,,20.854,B/151,4.792,False,False,,,,,,17,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-11_sample-4,sumo2_k35_xisok_ube2w/seed-11_sample-4/model.cif,0.22,0.58,0.3,,,,,sumo2_k35_xisok_ube2w,True,seed-11_sample-4
True,1,1.021,,,5.254,B/91,5.254,True,False,,,,,,21,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-12_sample-0,sumo2_k35_xisok_ube2w/seed-12_sample-0/model.cif,0.21,0.58,0.33,,,,,sumo2_k35_xisok_ube2w,True,seed-12_sample-0
True,1,1.063,,,5.98,B/91,5.98,True,False,,,,,,21,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-12_sample-1,sumo2_k35_xisok_ube2w/seed-12_sample-1/model.cif,0.19,0.58,0.3,,,,,sumo2_k35_xisok_ube2w,True,seed-12_sample-1
True,1,1.018,,,5.857,B/91,5.857,True,False,,,,,,20,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-12_sample-2,sumo2_k35_xisok_ube2w/seed-12_sample-2/model.cif,0.19,0.58,0.29,,,,,sumo2_k35_xisok_ube2w,True,seed-12_sample-2
True,1,1.156,,,3.603,B/91,3.603,True,True,,,,,,15,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-12_sample-3,sumo2_k35_xisok_ube2w/seed-12_sample-3/model.cif,0.16,0.56,0.24,,,,,sumo2_k35_xisok_ube2w,True,seed-12_sample-3
True,1,1.042,,,4.669,B/91,4.669,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-12_sample-4,sumo2_k35_xisok_ube2w/seed-12_sample-4/model.cif,0.19,0.58,0.3,,,,,sumo2_k35_xisok_ube2w,True,seed-12_sample-4
True,1,0.929,,,3.207,B/91,3.207,True,True,,,,,,16,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-13_sample-0,sumo2_k35_xisok_ube2w/seed-13_sample-0/model.cif,0.27,0.61,0.36,,,,,sumo2_k35_xisok_ube2w,True,seed-13_sample-0
True,1,1.069,,,2.971,B/91,2.971,True,True,,,,,,13,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-13_sample-1,sumo2_k35_xisok_ube2w/seed-13_sample-1/model.cif,0.25,0.6,0.36,,,,,sumo2_k35_xisok_ube2w,True,seed-13_sample-1
True,1,1.152,,,5.607,B/91,5.607,True,False,,,,,,15,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-13_sample-2,sumo2_k35_xisok_ube2w/seed-13_sample-2/model.cif,0.24,0.6,0.33,,,,,sumo2_k35_xisok_ube2w,True,seed-13_sample-2
True,1,0.972,,,3.995,B/91,3.995,True,True,,,,,,7,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-13_sample-3,sumo2_k35_xisok_ube2w/seed-13_sample-3/model.cif,0.25,0.6,0.35,,,,,sumo2_k35_xisok_ube2w,True,seed-13_sample-3
True,1,1.17,,,5.367,B/91,5.367,True,False,,,,,,17,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-13_sample-4,sumo2_k35_xisok_ube2w/seed-13_sample-4/model.cif,0.24,0.6,0.35,,,,,sumo2_k35_xisok_ube2w,True,seed-13_sample-4
True,1,0.858,,,5.859,B/91,5.859,True,False,,,,,,13,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-14_sample-0,sumo2_k35_xisok_ube2w/seed-14_sample-0/model.cif,0.23,0.6,0.35,,,,,sumo2_k35_xisok_ube2w,True,seed-14_sample-0
True,1,1.14,,,9.621,B/151,9.189,False,False,,,,,,15,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-14_sample-1,sumo2_k35_xisok_ube2w/seed-14_sample-1/model.cif,0.18,0.58,0.28,,,,,sumo2_k35_xisok_ube2w,True,seed-14_sample-1
True,1,0.88,,,2.13,B/91,2.13,True,True,,,,,,12,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-14_sample-2,sumo2_k35_xisok_ube2w/seed-14_sample-2/model.cif,0.25,0.6,0.35,,,,,sumo2_k35_xisok_ube2w,True,seed-14_sample-2
True,1,1.201,,,20.079,B/151,6.389,False,False,,,,,,17,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-14_sample-3,sumo2_k35_xisok_ube2w/seed-14_sample-3/model.cif,0.14,0.57,0.26,,,,,sumo2_k35_xisok_ube2w,True,seed-14_sample-3
True,1,0.95,,,3.682,B/91,3.682,True,True,,,,,,17,A:96;B:151;L:1,sumo2_k35_xisok_ube2w,seed-14_sample-4,sumo2_k35_xisok_ube2w/seed-14_sample-4/model.cif,0.23,0.6,0.32,,,,,sumo2_k35_xisok_ube2w,True,seed-14_sample-4
