job,model,aden_centroid,aden_nearest,cys632
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-11_sample-4__model.cif,4.33,4.57,33.91
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-12_sample-0__model.cif,4.39,4.55,36.08
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-12_sample-1__model.cif,4.28,4.59,34.68
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-12_sample-2__model.cif,4.35,4.64,35.06
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-12_sample-3__model.cif,4.24,4.59,34.75
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-12_sample-4__model.cif,4.29,4.62,34.16
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-13_sample-0__model.cif,4.34,4.67,33.7
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-13_sample-1__model.cif,4.27,4.69,32.61
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-13_sample-2__model.cif,4.15,4.73,33.77
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-13_sample-3__model.cif,4.26,4.48,35.16
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-13_sample-4__model.cif,4.42,4.6,35.12
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-14_sample-0__model.cif,4.07,4.64,34.99
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-14_sample-1__model.cif,4.35,4.69,35.05
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-14_sample-2__model.cif,4.35,4.67,35.17
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-14_sample-3__model.cif,4.26,4.69,35.5
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-14_sample-4__model.cif,4.3,4.62,35.13
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-15_sample-0__model.cif,4.19,4.7,35.27
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-15_sample-1__model.cif,4.35,4.64,34.26
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-15_sample-2__model.cif,4.27,4.67,34.55
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-15_sample-3__model.cif,4.2,4.62,34.58
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-15_sample-4__model.cif,4.38,4.55,33.59
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-16_sample-0__model.cif,4.3,4.64,34.33
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-16_sample-1__model.cif,4.22,4.65,34.79
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-16_sample-2__model.cif,4.2,4.57,35.22
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-16_sample-3__model.cif,4.33,4.6,34.7
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-16_sample-4__model.cif,4.33,4.63,35.2
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-17_sample-0__model.cif,4.4,4.65,34.46
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-17_sample-1__model.cif,4.34,4.68,33.86
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-17_sample-2__model.cif,4.34,4.57,33.52
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-17_sample-3__model.cif,4.22,4.59,33.98
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-17_sample-4__model.cif,4.23,4.61,34.25
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-18_sample-0__model.cif,4.22,4.59,34.7
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-18_sample-1__model.cif,4.15,4.7,33.7
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-18_sample-2__model.cif,4.29,4.63,34.88
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-18_sample-3__model.cif,4.33,4.61,35.1
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-18_sample-4__model.cif,4.29,4.53,34.82
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-19_sample-0__model.cif,4.48,4.7,34.94
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-19_sample-1__model.cif,4.2,4.64,34.51
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-19_sample-2__model.cif,4.33,4.57,34.78
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-19_sample-3__model.cif,4.38,4.59,34.01
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-19_sample-4__model.cif,4.36,4.6,34.92
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-1_sample-0__model.cif,4.31,4.65,32.95
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-1_sample-1__model.cif,4.34,4.68,34.92
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-1_sample-2__model.cif,4.34,4.57,34.32
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-1_sample-3__model.cif,4.39,4.63,35.7
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-1_sample-4__model.cif,4.21,4.62,35.64
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-20_sample-0__model.cif,4.28,4.62,33.74
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-20_sample-1__model.cif,4.14,4.58,35.72
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-20_sample-2__model.cif,4.36,4.61,34.51
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-20_sample-3__model.cif,4.3,4.68,35.0
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-20_sample-4__model.cif,4.05,4.64,34.41
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-21_sample-0__model.cif,4.2,4.59,35.2
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-21_sample-1__model.cif,4.15,4.57,34.38
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-21_sample-2__model.cif,4.51,4.54,34.45
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-21_sample-3__model.cif,4.29,4.58,35.44
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-21_sample-4__model.cif,4.49,4.65,34.3
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-22_sample-0__model.cif,4.3,4.58,34.14
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-22_sample-1__model.cif,4.53,4.55,33.71
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-22_sample-2__model.cif,4.43,4.62,33.63
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-22_sample-3__model.cif,4.3,4.65,34.03
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-22_sample-4__model.cif,4.45,4.67,34.98
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-23_sample-0__model.cif,4.42,4.61,34.91
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-23_sample-1__model.cif,4.28,4.62,34.61
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-23_sample-2__model.cif,4.32,4.59,35.52
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-23_sample-3__model.cif,4.4,4.59,34.41
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-23_sample-4__model.cif,4.23,4.59,35.09
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-24_sample-0__model.cif,4.22,4.6,33.65
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-24_sample-1__model.cif,4.23,4.65,35.48
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-24_sample-2__model.cif,4.34,4.54,33.33
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-24_sample-3__model.cif,4.28,4.59,34.04
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-24_sample-4__model.cif,4.27,4.63,34.04
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-25_sample-0__model.cif,4.36,4.54,35.35
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-25_sample-1__model.cif,4.27,4.62,35.49
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-25_sample-2__model.cif,4.14,4.63,34.88
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-25_sample-3__model.cif,4.21,4.63,35.25
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-25_sample-4__model.cif,4.24,4.71,35.53
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-2_sample-0__model.cif,4.41,4.61,27.94
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-2_sample-1__model.cif,4.17,4.51,33.83
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-2_sample-2__model.cif,4.21,4.58,34.07
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-2_sample-3__model.cif,4.32,4.62,35.69
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-2_sample-4__model.cif,4.38,4.64,33.53
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-3_sample-0__model.cif,4.29,4.57,35.18
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-3_sample-1__model.cif,4.27,4.73,33.42
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-3_sample-2__model.cif,4.27,4.65,35.18
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-3_sample-3__model.cif,4.4,4.59,35.2
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-3_sample-4__model.cif,4.62,4.7,35.12
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-4_sample-0__model.cif,4.35,4.61,35.26
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-4_sample-1__model.cif,4.34,4.56,34.32
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-4_sample-2__model.cif,4.22,4.57,35.68
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-4_sample-3__model.cif,4.31,4.55,35.18
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-4_sample-4__model.cif,4.29,4.69,35.09
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-5_sample-0__model.cif,4.31,4.63,35.06
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-5_sample-1__model.cif,4.23,4.54,34.22
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-5_sample-2__model.cif,4.44,4.52,35.32
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-5_sample-3__model.cif,4.42,4.61,34.64
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-5_sample-4__model.cif,4.25,4.63,34.42
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-6_sample-0__model.cif,4.33,4.6,33.06
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-6_sample-1__model.cif,4.35,4.72,34.89
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-6_sample-2__model.cif,4.38,4.58,33.26
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-6_sample-3__model.cif,4.31,4.62,34.84
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-6_sample-4__model.cif,4.28,4.6,35.4
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-7_sample-0__model.cif,4.29,4.56,33.6
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-7_sample-1__model.cif,4.28,4.61,35.58
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-7_sample-2__model.cif,4.19,4.62,33.35
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-7_sample-3__model.cif,4.18,4.55,34.25
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-7_sample-4__model.cif,4.29,4.69,33.45
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-8_sample-0__model.cif,4.32,4.57,35.1
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-8_sample-1__model.cif,4.11,4.66,34.57
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-8_sample-2__model.cif,4.31,4.6,34.46
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-8_sample-3__model.cif,4.32,4.61,35.33
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-8_sample-4__model.cif,4.22,4.61,35.43
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-9_sample-0__model.cif,4.26,4.53,33.85
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-9_sample-1__model.cif,4.34,4.64,34.92
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-9_sample-2__model.cif,4.33,4.64,35.1
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-9_sample-3__model.cif,4.23,4.58,35.36
uba1_cys_ub76_with_ube2w,uba1_cys_ub76_with_ube2w__seed-9_sample-4__model.cif,4.06,4.67,34.55
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-10_sample-0__model.cif,7.12,4.21,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-10_sample-1__model.cif,7.38,4.44,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-10_sample-2__model.cif,7.59,4.35,1.44
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-10_sample-3__model.cif,7.77,4.46,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-10_sample-4__model.cif,7.65,4.44,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-11_sample-0__model.cif,8.02,4.65,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-11_sample-1__model.cif,7.84,4.56,1.47
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-11_sample-2__model.cif,7.71,4.16,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-11_sample-3__model.cif,7.16,4.22,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-11_sample-4__model.cif,7.37,4.12,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-12_sample-0__model.cif,7.53,5.45,1.55
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-12_sample-1__model.cif,7.37,5.37,1.56
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-12_sample-2__model.cif,6.79,4.65,1.59
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-12_sample-3__model.cif,7.48,5.21,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-12_sample-4__model.cif,7.35,5.43,1.53
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-13_sample-0__model.cif,7.69,4.59,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-13_sample-1__model.cif,7.46,4.44,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-13_sample-2__model.cif,7.41,4.39,1.55
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-13_sample-3__model.cif,7.42,4.61,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-13_sample-4__model.cif,7.51,4.43,1.42
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-14_sample-0__model.cif,7.28,4.43,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-14_sample-1__model.cif,7.94,4.36,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-14_sample-2__model.cif,7.69,4.41,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-14_sample-3__model.cif,7.24,4.41,1.55
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-14_sample-4__model.cif,7.05,4.24,1.47
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-15_sample-0__model.cif,8.02,5.37,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-15_sample-1__model.cif,8.84,5.35,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-15_sample-2__model.cif,7.75,5.15,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-15_sample-3__model.cif,6.89,5.04,1.61
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-15_sample-4__model.cif,8.94,5.22,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-16_sample-0__model.cif,7.18,4.32,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-16_sample-1__model.cif,7.24,4.53,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-16_sample-2__model.cif,7.01,4.2,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-16_sample-3__model.cif,7.63,4.44,1.41
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-16_sample-4__model.cif,7.47,4.19,1.46
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-17_sample-0__model.cif,7.6,4.68,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-17_sample-1__model.cif,7.44,4.4,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-17_sample-2__model.cif,8.17,4.31,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-17_sample-3__model.cif,7.45,4.28,1.43
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-17_sample-4__model.cif,6.71,4.52,1.56
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-18_sample-0__model.cif,7.19,3.9,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-18_sample-1__model.cif,7.66,4.3,1.44
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-18_sample-2__model.cif,7.4,4.9,1.47
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-18_sample-3__model.cif,8.43,5.16,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-18_sample-4__model.cif,7.82,4.73,1.43
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-19_sample-0__model.cif,7.42,5.22,1.55
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-19_sample-1__model.cif,7.46,5.38,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-19_sample-2__model.cif,6.71,4.74,1.57
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-19_sample-3__model.cif,7.68,5.46,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-19_sample-4__model.cif,7.33,5.29,1.55
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-1_sample-0__model.cif,7.53,4.42,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-1_sample-1__model.cif,7.52,4.34,1.53
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-1_sample-2__model.cif,7.34,4.51,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-1_sample-3__model.cif,7.61,4.35,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-1_sample-4__model.cif,8.19,4.63,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-20_sample-0__model.cif,7.48,4.52,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-20_sample-1__model.cif,7.65,4.57,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-20_sample-2__model.cif,7.77,4.39,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-20_sample-3__model.cif,7.51,4.62,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-20_sample-4__model.cif,7.87,4.72,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-21_sample-0__model.cif,7.02,4.36,1.46
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-21_sample-1__model.cif,7.5,4.07,1.46
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-21_sample-2__model.cif,8.36,4.42,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-21_sample-3__model.cif,7.93,4.54,1.46
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-21_sample-4__model.cif,7.84,4.34,1.46
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-22_sample-0__model.cif,7.99,4.72,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-22_sample-1__model.cif,6.66,4.52,1.63
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-22_sample-2__model.cif,7.39,4.37,1.57
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-22_sample-3__model.cif,7.29,4.48,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-22_sample-4__model.cif,6.81,4.54,1.63
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-23_sample-0__model.cif,8.09,4.68,1.47
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-23_sample-1__model.cif,7.54,4.36,1.49
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-23_sample-2__model.cif,7.26,4.36,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-23_sample-3__model.cif,7.66,4.43,1.46
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-23_sample-4__model.cif,7.32,4.44,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-24_sample-0__model.cif,7.29,4.21,1.47
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-24_sample-1__model.cif,7.74,4.39,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-24_sample-2__model.cif,7.76,4.39,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-24_sample-3__model.cif,7.97,4.33,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-24_sample-4__model.cif,7.96,4.67,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-25_sample-0__model.cif,6.91,4.57,1.52
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-25_sample-1__model.cif,8.49,4.97,1.45
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-25_sample-2__model.cif,7.86,4.37,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-25_sample-3__model.cif,7.73,4.71,1.46
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-25_sample-4__model.cif,8.29,5.27,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-2_sample-0__model.cif,7.32,4.44,1.57
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-2_sample-1__model.cif,8.11,4.8,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-2_sample-2__model.cif,7.98,4.33,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-2_sample-3__model.cif,8.18,4.66,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-2_sample-4__model.cif,8.08,5.05,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-3_sample-0__model.cif,6.91,4.37,1.5
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-3_sample-1__model.cif,7.23,4.23,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-3_sample-2__model.cif,7.71,4.9,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-3_sample-3__model.cif,7.36,4.23,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-3_sample-4__model.cif,6.39,4.45,1.57
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-4_sample-0__model.cif,7.13,4.43,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-4_sample-1__model.cif,7.62,5.34,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-4_sample-2__model.cif,7.17,4.62,1.55
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-4_sample-3__model.cif,7.65,4.92,1.54
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-4_sample-4__model.cif,7.48,5.37,1.53
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-5_sample-0__model.cif,8.48,5.61,1.51
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-5_sample-1__model.cif,7.79,4.74,1.47
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-5_sample-2__model.cif,7.09,4.04,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-5_sample-3__model.cif,8.39,4.38,1.48
uba1_thio_ub75_no_ube2w,uba1_thio_ub75_no_ube2w__seed-5_sample-4__model.cif,7.29,4.61,1.5
